Name,Ingredients,Instructions,nutr_per_ingredient,quantity,unit,weight_per_ingr,Total Time,Calories
"Cajun Spice For Fish, Borrowed From Chef Paul Recipe","['salt, table', 'spices, pepper, red or cayenne', 'spices, pepper, black', 'spices, pepper, black', 'onions, raw', 'spices, garlic powder', 'spices, thyme, dried', 'spices, oregano, dried', 'spices, paprika']",['Mix together and store in labeled spice jar.'],"[{'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 0.93, 'nrg': 18.0, 'pro': 0.66, 'sat': 0.177, 'sod': 3.0, 'sug': 0.5700000000000001}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 0.8400000000000001, 'nrg': 72.0, 'pro': 2.88, 'sat': 0.384, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 0.04, 'nrg': 16.0, 'pro': 0.44, 'sat': 0.01675, 'sod': 1.5, 'sug': 1.695}, {'fat': 0.24000000000000002, 'nrg': 120.0, 'pro': 6.12, 'sat': 0.096, 'sod': 24.0, 'sug': 0.9600000000000001}, {'fat': 0.42000000000000004, 'nrg': 18.0, 'pro': 0.54, 'sat': 0.162, 'sod': 6.0, 'sug': 0.12000000000000001}, {'fat': 0.12000000000000001, 'nrg': 9.0, 'pro': 0.27, 'sat': 0.048, 'sod': 0.0, 'sug': 0.12000000000000001}, {'fat': 3.6, 'nrg': 72.0, 'pro': 3.9600000000000004, 'sat': 0.5880000000000001, 'sod': 24.0, 'sug': 2.88}]","['6', '1', '4', '4', '4', '4', '2', '1', '4']","['tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon']","[108.0, 5.4, 27.599999999999998, 27.599999999999998, 40.0, 37.2, 6.0, 3.0, 27.599999999999998]",,397.0
Anita's Italian Herb Bread Abm Recipe,"[""leavening agents, yeast, baker's, active dry"", 'wheat flours, bread, unenriched', 'salt, table', 'sugars, granulated', 'spices, basil, dried', 'spices, oregano, dried', 'milk, buttermilk, fluid, cultured, lowfat', 'cheese, parmesan, hard', 'oil, olive, salad or cooking', 'water, bottled, generic']","['Bring bread ingredients to room temperature and pour into bakery, in order.', 'Set ""baking control"" at 10 o\'clock.', 'Select ""white bread"" and push Start.', 'For best results, use the finest and freshest ingredients available.', 'Which is especially true for this particular recipe.', ""Lois' sister Anita, who loves Italian food, will tell you which this fabulous bread is well worth the trip to your nearest Italian market or possibly deli to purchase a chunk of imported Parmesan."", ""You'll be disappointed with anything less, once you've tried it.""]","[{'fat': 0.45, 'nrg': 19.5, 'pro': 2.43, 'sat': 0.060000000000000005, 'sod': 3.0, 'sug': 0.0}, {'fat': 4.54, 'nrg': 990.0, 'pro': 32.82, 'sat': 0.668, 'sod': 6.0, 'sug': 0.84}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 32.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 8.38}, {'fat': 0.007499999999999999, 'nrg': 0.5, 'pro': 0.04, 'sat': 0.0037499999999999994, 'sod': 0.25, 'sug': 0.0025}, {'fat': 0.01, 'nrg': 0.75, 'pro': 0.0225, 'sat': 0.004, 'sod': 0.0, 'sug': 0.01}, {'fat': 0.405, 'nrg': 18.375, 'pro': 1.520625, 'sat': 0.2518125, 'sod': 87.375, 'sug': 2.20125}, {'fat': 10.984013774999998, 'nrg': 166.69505999999998, 'pro': 15.202419374999998, 'sat': 6.978229424999999, 'sod': 585.1336799999999, 'sug': 0.34019399999999994}, {'fat': 13.5, 'nrg': 119.0, 'pro': 0.0, 'sat': 1.864, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 7.0, 'sug': 0.0}]","['1/2', '2', '1', '2', '1/4', '1/4', '3', '1 1/2', '1', '7/8']","['tablespoon', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'tablespoon', 'ounce', 'tablespoon', 'cup']","[6.0, 274.0, 6.0, 8.4, 0.175, 0.25, 45.9375, 42.524249999999995, 13.5, 207.20000000000002]",,1346.82006
Protein Enriched Any Flavor Pudding,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'beverages, protein powder whey based', 'sugars, granulated']","['pour skim milk into blender.', 'add protein powder and blend on medium for 15 seconds.', 'add pudding mix and blend or 45 seconds on high.', 'pour into 2 bowls.', 'chill in refrigerator for at least 45 minutes before serving.', 'top with fat free cool whip if desired!']","[{'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}, {'fat': 18.18181818181818, 'nrg': 4109.090909090909, 'pro': 909.090909090909, 'sat': 9.09090909090909, 'sod': 1818.181818181818, 'sug': 0.0}, {'fat': 0.0, 'nrg': 192.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 50.28000000000001}]","['1', '12', '4']","['cup', 'cup', 'tablespoon']","[244.0, 1163.6363636363635, 50.400000000000006]",45.0,4403.090909090909
Mexicali Meatloaf,"['sauce, salsa, ready-to-serve', 'cream, sour, cultured', 'beef, grass-fed, ground, raw', 'oats', 'spices, parsley, dried', 'cheese, cheddar']","['Preheat oven to 350 degrees F.', 'Spray a 9x5"" loaf pan with olive oil flavored cooking spray.', 'In a medium bowl, combine 1/2 cup salsa and sour cream.', 'Refrigerate.', 'In a large bowl, combine meat, oats, remaining 1/2 cup salsa, parsley flakes and cheddar cheese.', 'Mix well to combine.', 'Pat mixture into prepared baking dish.', 'Bake for 45 to 50 minutes.', 'Place baking dish on a wire rack and let set for 5 minutes.', 'Cut into 6 servings.', 'Serving size (1 slice) When serving, top each piece with 2 tablespoons sour cream mixture.', 'Healthy Exchanges: 2-2/3 Protein, 2/3 Bread, 1/3 Vegetable, 15 Opt.', 'Cal.', 'Diabetic Exchanges: 2 1/2 Meat, 1 Vegetable, 1/2 Starch/Carbohydrate WW- 4 Points per serving.']","[{'fat': 0.48, 'nrg': 80.0, 'pro': 4.4, 'sat': 0.064, 'sod': 2048.0, 'sug': 11.52}, {'fat': 13.919999999999998, 'nrg': 144.0, 'pro': 1.7399999999999998, 'sat': 7.3020000000000005, 'sod': 24.0, 'sug': 2.46}, {'fat': 57.7422616, 'nrg': 898.11216, 'pro': 88.0875664, 'sat': 24.1991332, 'sod': 308.44256, 'sug': 0.0}, {'fat': 129.12, 'nrg': 7284.0, 'pro': 316.20000000000005, 'sat': 22.788, 'sod': 36.0, 'sug': 0.0}, {'fat': 0.029999999999999995, 'nrg': 1.0, 'pro': 0.13, 'sat': 0.006999999999999999, 'sod': 2.0, 'sug': 0.04}, {'fat': 1494.98, 'nrg': 18122.0, 'pro': 1026.46, 'sat': 846.736, 'sod': 29308.0, 'sug': 21.42}]","['1', '6', '16', '12', '1', '34']","['cup', 'tablespoon', 'ounce', 'cup', 'teaspoon', 'cup']","[288.0, 72.0, 453.592, 1872.0, 0.5, 4488.0]",55.0,26529.11216
Alethea's Coconut Joys,"['spartan, real semi-sweet chocolate baking chips, upc: 011213162966', 'butter, without salt', 'sugars, powdered', 'shortening confectionery, coconut (hydrogenated) and or palm kernel (hydrogenated)']","['In large mixing bowl add softened butter, powdered sugar and coconut.', 'With wooden spoon, mix well.', 'Using teaspoon amount of dough, roll or press into small balls.', 'Line large cookie sheet with waxed paper.', 'Line these up, can be close.', 'Press an indent in center of each (like a birds nest) with tip of your finger.', 'In glass measure cup melt chocolate in microwave stirring very often.', 'Spoon a small amount of melted chocolate in each center using all the chocolate.', 'Store these in the fridge.']","[{'fat': 18.902029125, 'nrg': 330.9804125, 'pro': 4.727279125, 'sat': 11.814654125, 'sod': 0.0, 'sug': 37.796970875}, {'fat': 2211.84, 'nrg': 19584.0, 'pro': 23.04, 'sat': 1376.4479999999999, 'sod': 384.0, 'sug': 1.92}, {'fat': 0.0, 'nrg': 934.0, 'pro': 0.0, 'sat': 0.0, 'sod': 4.0, 'sug': 234.74}, {'fat': 614.4000000000001, 'nrg': 5424.0, 'pro': 0.0, 'sat': 560.928, 'sod': 0.0, 'sug': 0.0}]","['2 1/2', '12', '2', '3']","['ounce', 'cup', 'cup', 'cup']","[70.87375, 2726.3999999999996, 240.0, 614.4000000000001]",,26272.9804125
Almond Chocolate Toffee,"['butter, without salt', 'sugars, brown', 'nuts, almonds', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'nuts, almonds']","['Grease a 13x9-inch pan.', 'In a heavy saucepan, combine butter and sugar over low heat, and stir constantly until the mixture comes to a boil.', 'Continue to cook, stirring occasionally, until a candy thermometer reaches 290 degrees.', 'Stir in the coarsely chopped almonds.', 'Immediately pour into greased 13x9-inch pan.', 'Allow mixture stand until set but still warm, 15 minutes or so.', 'Arrange chocolate on top of warm toffee, and spread with a spatula as it melts.', 'Sprinkle with the more finely chopped almonds, pressing them lightly into the chocolate.', 'Cool.', 'Break into bite sized pieces.']","[{'fat': 4414.9016544, 'nrg': 39027.05568, 'pro': 46.266383999999995, 'sat': 2748.1687785599993, 'sod': 598.7414399999999, 'sug': 3.265862399999999}, {'fat': 0.0, 'nrg': 704.0, 'pro': 0.0, 'sat': 0.0, 'sod': 64.0, 'sug': 186.24}, {'fat': 1642.2, 'nrg': 19044.0, 'pro': 695.52, 'sat': 125.051, 'sod': 23.0, 'sug': 143.06}, {'fat': 2.7499015, 'nrg': 119.0679, 'pro': 9.553781500000001, 'sat': 1.79452335, 'sod': 124.73780000000001, 'sug': 14.741740000000002}, {'fat': 856.8000000000001, 'nrg': 9936.0, 'pro': 362.88, 'sat': 65.244, 'sod': 12.0, 'sug': 74.64}]","['12', '1 1/3', '23', '10', '12']","['pound', 'cup', 'cup', 'ounce', 'cup']","[5443.103999999999, 192.0, 3289.0, 283.495, 1716.0]",15.0,68830.12358
Vegan Roasted Beetroot Dip,"['beets, raw', 'oil, olive, salad or cooking', 'spices, garlic powder', 'peppers, jalapeno, raw', 'spices, cumin seed', 'spices, coriander seed', 'spices, coriander seed', 'salt, table']","['Preheat oven to 200 C / 400F.', 'Toss beets in a little bit of cold pressed olive oil and a pinch of Celtic sea salt and bake for about an hour or until tender.', ""Check them periodically to make sure they don't burn."", 'Throw the beets into the food processor with all the cumin, coriander, salt, half the garlic, and half the chilli.', 'Drizzle in half the olive oil and pulse until well combined.', 'Add in the rest of the olive oil gradually to reach your desired consistency.', 'Now taste and adjust the quantities of chilli, garlic and salt.', 'This will depend on the heat of your chilli.', 'Stir through chopped cilantro and serve with pita breads, ciabatta or chips.', 'YUM!']","[{'fat': 0.92, 'nrg': 232.0, 'pro': 8.76, 'sat': 0.148, 'sod': 424.0, 'sug': 36.76}, {'fat': 3888.0, 'nrg': 34272.0, 'pro': 0.0, 'sat': 536.832, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.08, 'nrg': 40.0, 'pro': 2.04, 'sat': 0.032, 'sod': 8.0, 'sug': 0.32}, {'fat': 0.034374999999999996, 'nrg': 2.708333333333333, 'pro': 0.08541666666666665, 'sat': 0.008645833333333333, 'sod': 0.3125, 'sug': 0.3864583333333333}, {'fat': 15.979999999999999, 'nrg': 272.0, 'pro': 12.579999999999998, 'sat': 1.088, 'sod': 136.0, 'sug': 1.7}, {'fat': 10.88, 'nrg': 169.99999999999997, 'pro': 7.4799999999999995, 'sat': 0.6119999999999999, 'sod': 34.0, 'sug': 0.0}, {'fat': 199.68, 'nrg': 3120.0, 'pro': 137.28, 'sat': 11.232, 'sod': 624.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}]","['4', '18', '4', '5', '34', '34', '13', '1']","['cup', 'cup', 'teaspoon', 'teaspoon', 'teaspoon', 'teaspoon', 'cup', 'teaspoon']","[544.0, 3888.0, 12.4, 9.375, 71.4, 61.199999999999996, 1123.2, 6.0]",,38108.708333333336
Hot Cocoa 1962,"['cocoa, dry powder, unsweetened', 'sugars, granulated', 'milk, fluid, 1% fat, without added vitamin a and vitamin d', 'cornstarch', 'milk, fluid, 1% fat, without added vitamin a and vitamin d']","['Blend the cocoa powder, sugar, cold milk and cornstarch together well.', 'In a saucepot heat the one cup milk, to simmering point, and stir in the ingredients, and cook for one or two minutes, until dissolved and hot.', 'Stirring well.', 'Pour into cup, top with mallows or whipped cream.']","[{'fat': 0.73625, 'nrg': 12.25, 'pro': 1.05375, 'sat': 0.43375, 'sod': 1.125, 'sug': 0.09375}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}, {'fat': 0.148125, 'nrg': 6.375, 'pro': 0.51375, 'sat': 0.0965625, 'sod': 6.6875, 'sug': 0.793125}, {'fat': 0.017499999999999998, 'nrg': 142.33333333333331, 'pro': 0.09624999999999999, 'sat': 0.0034999999999999996, 'sod': 3.4999999999999996, 'sug': 0.0}, {'fat': 2.37, 'nrg': 102.0, 'pro': 8.22, 'sat': 1.545, 'sod': 107.0, 'sug': 12.69}]","['1', '2', '1', '14', '1']","['tablespoon', 'tablespoon', 'tablespoon', 'teaspoon', 'cup']","[5.375, 25.200000000000003, 15.25, 37.33333333333333, 244.0]",,358.9583333333333
Garlic Beer Bread,"['wheat flours, bread, unenriched', 'sugars, granulated', 'spices, garlic powder', 'spices, ginger, ground', 'alcoholic beverage, beer, regular, all', 'oil, olive, salad or cooking']","['Preheat oven to 375F', 'Mix garlic salt, ground ginger, sugar and beer batter mix together', 'Mix malt beer in for 30 seconds, basically a lumpy bread batter you want', 'Grease a 9x5 bread pan', 'Pour beer batter in bread pan', 'Spread even', 'Drizzle olive oil / melted butter on top', 'Bake 40 to 60 minutes (elevation, ovens play a time difference)']","[{'fat': 8.5125, 'nrg': 1856.25, 'pro': 61.5375, 'sat': 1.2525000000000002, 'sod': 11.25, 'sug': 1.575}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}, {'fat': 0.060000000000000005, 'nrg': 30.0, 'pro': 1.53, 'sat': 0.024, 'sod': 6.0, 'sug': 0.24000000000000002}, {'fat': 0.01, 'nrg': 0.75, 'pro': 0.02, 'sat': 0.005875, 'sod': 0.0, 'sug': 0.007499999999999999}, {'fat': 0.0, 'nrg': 146.28341999999998, 'pro': 1.5648923999999997, 'sat': 0.0, 'sod': 13.607759999999999, 'sug': 0.0}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.728, 'sod': 0.0, 'sug': 0.0}]","['3 3/4', '1', '1', '1/8', '12', '2']","['cup', 'tablespoon', 'tablespoon', 'teaspoon', 'ounce', 'tablespoon']","[513.75, 12.600000000000001, 9.3, 0.225, 340.19399999999996, 27.0]",60.0,2319.2834199999998
Breading Mix,"['delallo, italian seasoned breadcrumbs, upc: 072368104621', 'cornstarch', 'wheat flour, white, all-purpose, unenriched', 'spices, paprika', 'salt, table', 'spices, garlic powder', 'spices, pepper, red or cayenne', 'spices, ginger, ground', 'soup, chicken broth or bouillon, dry', 'beef, grass-fed, ground, raw', 'spices, pepper, black']","['Mix it all together!', 'I usually save an old bread crumbs canister and just fill it with all the ingredients, then shake thoroughly to mix.', 'For perfect, moist pork chops with gravy, pound them thin, press mixture into both sides of (dry) chop, then fry in a preheated pan with oil until golden brown.', 'Remove chops and add a couple cups of water to the pan.', 'Deglaze pan and stir until it boils.', 'Add chops and simmer for five minutes.', ""If mixture doesn't thicken enough, or you want to make it more flavorful, add more of the mix directly to the water and stir constantly with whisk."", 'This breading can be used on pork, chicken, or beef.', 'It results in a moist and delicious meal every time.']","[{'fat': 8.0, 'nrg': 520.0, 'pro': 20.0, 'sat': 0.0, 'sod': 1440.0, 'sug': 8.0}, {'fat': 0.72, 'nrg': 5856.0, 'pro': 3.96, 'sat': 0.14400000000000002, 'sod': 144.0, 'sug': 0.0}, {'fat': 3.075, 'nrg': 1137.5, 'pro': 32.275, 'sat': 0.485, 'sod': 5.0, 'sug': 0.8500000000000001}, {'fat': 201.60000000000002, 'nrg': 4032.0, 'pro': 221.76000000000002, 'sat': 32.928000000000004, 'sod': 1344.0, 'sug': 161.28}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 13950.0, 'sug': 0.0}, {'fat': 0.060000000000000005, 'nrg': 30.0, 'pro': 1.53, 'sat': 0.024, 'sod': 6.0, 'sug': 0.24000000000000002}, {'fat': 0.93, 'nrg': 18.0, 'pro': 0.66, 'sat': 0.177, 'sod': 3.0, 'sug': 0.5700000000000001}, {'fat': 0.24000000000000002, 'nrg': 18.0, 'pro': 0.48000000000000004, 'sat': 0.14100000000000001, 'sod': 0.0, 'sug': 0.18}, {'fat': 0.8400000000000001, 'nrg': 15.0, 'pro': 0.9900000000000001, 'sat': 0.20700000000000002, 'sod': 1434.0, 'sug': 1.05}, {'fat': 1.79015625, 'nrg': 27.84375, 'pro': 2.7309375, 'sat': 0.750234375, 'sod': 9.5625, 'sug': 0.0}, {'fat': 0.21000000000000002, 'nrg': 18.0, 'pro': 0.72, 'sat': 0.096, 'sod': 0.0, 'sug': 0.030000000000000002}]","['1', '12', '2 1/2', '14', '2', '1', '1', '1', '1', '1', '1']","['cup', 'cup', 'cup', 'cup', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon', 'tablespoon']","[136.0, 1536.0, 312.5, 1545.6, 36.0, 9.3, 5.4, 5.4, 6.0, 14.0625, 6.8999999999999995]",,11672.34375
Chocolate Peanut Butter Pieces,"['milk, fluid, 1% fat, without added vitamin a and vitamin d', 'peanut butter, smooth style, without salt', 'sugars, powdered', 'oil, corn, peanut, and olive']","['Line a 9 x 13 inch pan with either foil or parchment paper (I prefer the parchment paper).', 'Melt the chocolate.', ""You can do it either in a double boiler over hot, but not simmering water, or in a microwave, but use a lower setting, around 50%, so you don't scorch the chocolate."", ""Stir the chocolate until it's smooth."", 'Place the peanut butter in a small bowl and gradually stir in the powdered sugar.', 'I sift the sugar by adding 5 tablespoons into a sieve and then stirring it through on top of the peanut butter.', 'Add the peanut butter mixture to the chocolate and stir until blended.', 'Set aside to cool slightly.', 'Stir in 3/4 of the peanuts and spread the mixture in the lined pan.', 'Smooth the top, and then sprinkle the remaining peanuts over the top, pressing them lightly into the chocolate.', 'Chill until firm, and then cut into squares.']","[{'fat': 4.9498227, 'nrg': 214.32222, 'pro': 17.1968067, 'sat': 3.2301420299999997, 'sod': 224.52804, 'sug': 26.535132}, {'fat': 1578.2400000000002, 'nrg': 18336.0, 'pro': 682.5600000000001, 'sat': 317.18399999999997, 'sod': 480.0, 'sug': 322.56}, {'fat': 0.0, 'nrg': 145.9375, 'pro': 0.0, 'sat': 0.0, 'sod': 0.625, 'sug': 36.678125}, {'fat': 224.0, 'nrg': 1984.0, 'pro': 0.0, 'sat': 32.176, 'sod': 0.0, 'sug': 0.0}]","['18', '12', '5', '1']","['ounce', 'cup', 'tablespoon', 'cup']","[510.291, 3072.0, 37.5, 224.0]",,20680.25972
Scallion Rice,"['rice, white, long-grain, regular, unenriched, cooked without salt', 'onions, spring or scallions (includes tops and bulb), raw', 'spices, garlic powder', 'oil, sesame, salad or cooking', 'lime juice, raw']","['Cook rice according to directions.', 'Add onion, garlic, sesame oil, and lime juice.', 'Mix well.', 'Cover and let sit for 7 minutes.', 'Salt to taste.']","[{'fat': 0.88, 'nrg': 410.0, 'pro': 8.5, 'sat': 0.244, 'sod': 4.0, 'sug': 0.16}, {'fat': 0.38, 'nrg': 64.0, 'pro': 3.66, 'sat': 0.064, 'sod': 32.0, 'sug': 4.66}, {'fat': 0.02, 'nrg': 10.0, 'pro': 0.51, 'sat': 0.008, 'sod': 2.0, 'sug': 0.08}, {'fat': 9.066666666666666, 'nrg': 80.0, 'pro': 0.0, 'sat': 1.2873333333333332, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.010625, 'nrg': 3.75, 'pro': 0.06375, 'sat': 0.0011875, 'sod': 0.3125, 'sug': 0.255625}]","['2', '2', '1', '2', '1']","['cup', 'cup', 'teaspoon', 'teaspoon', 'tablespoon']","[316.0, 200.0, 3.1, 9.066666666666666, 15.125]",7.0,567.75
Shut the Front Door Baconator Po's #SP5,"['potatoes, raw, skin', 'bacon, meatless', 'delallo, italian seasoned breadcrumbs, upc: 072368104621', 'salt, table', 'spices, pepper, red or cayenne']","['Pre heat oven to 425.', 'Brush the potato slices generously with bacon fat.', 'In a pie plate conbine the bread crumbs, salt and cayenne.', 'Press potato slices in the bread crumb mixture on both sides.', 'Place in a pan sprayed with non stick spray and bake until golden brown.', 'Might take 20 minutes.']","[{'fat': 0.34019399999999994, 'nrg': 197.31251999999995, 'pro': 8.742985799999998, 'sat': 0.08845043999999998, 'sod': 34.0194, 'sug': 0.0}, {'fat': 510.12, 'nrg': 5340.0, 'pro': 201.95999999999998, 'sat': 79.872, 'sod': 25320.0, 'sug': 0.0}, {'fat': 272.0, 'nrg': 17680.0, 'pro': 680.0, 'sat': 0.0, 'sod': 48960.0, 'sug': 272.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.31, 'nrg': 6.0, 'pro': 0.22, 'sat': 0.059, 'sod': 1.0, 'sug': 0.18999999999999997}]","['12', '12', '34', '1', '1']","['ounce', 'cup', 'cup', 'teaspoon', 'teaspoon']","[340.19399999999996, 1728.0, 4624.0, 6.0, 1.8]",20.0,23223.31252
Cranberry Fizz -Non-Alcoholic,"['cranberry juice, unsweetened', 'grapefruit juice, white, raw', 'orange juice, raw', 'sugars, granulated', 'beverages, carbonated, ginger ale']","['In large non-metal pitcher or punch bowl, combine cranberry, grapefruit and orange juices.', 'Add sugar; blend well.', 'Just before serving, add ginger ale; stir gently.', 'Diet gingerale and sugar substitute can be used in place of regular ginger ale and sugar to reduce calories per serving.']","[{'fat': 1.32, 'nrg': 464.0, 'pro': 3.96, 'sat': 0.1, 'sod': 20.0, 'sug': 122.44}, {'fat': 0.25, 'nrg': 96.0, 'pro': 1.24, 'sat': 0.035, 'sod': 2.0, 'sug': 22.48}, {'fat': 0.5, 'nrg': 112.0, 'pro': 1.74, 'sat': 0.06, 'sod': 2.0, 'sug': 20.83}, {'fat': 0.0, 'nrg': 9216.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 2413.44}, {'fat': 0.0, 'nrg': 160.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32.0, 'sug': 43.36}]","['4', '1', '1', '12', '2']","['cup', 'cup', 'cup', 'cup', 'cup']","[1012.0, 247.0, 248.0, 2419.2000000000003, 488.0]",,10048.0
Hard Dinner Rolls with Black Pepper and Rosemary,"['wheat flours, bread, unenriched', 'water, bottled, generic', 'sugars, granulated', 'salt, table', ""leavening agents, yeast, baker's, active dry"", 'oil, olive, salad or cooking', 'spices, pepper, black', 'spices, rosemary, dried']","['If you are using a bread machine, skip to Step 8.', 'Add ingredients when the signal beeps or at the end of the kneading cycle.', '[Kneading] In a large bowl, place the flour and make a well in the center.', 'Add sugar and yeast into the well.', 'Place salt at the edge so it is away from the sugar.', 'Pour 35C lukewarm water aiming into the center, mix until the dough comes together.', 'When the dough comes together, move it to a working surface.', 'Knead for 5-10 minutes.', 'Rub the oil into the dough, add ingredients and knead more.', 'Make the dough into a ball, cover it with a damp cloth or plastic wrap to prevent it from drying out.', 'Allow it to rise.', 'Dust some flour onto an index finger and poke the center of the dough.', 'If the hole stays as it is, the rising is complete.', 'If the dough bounces back, it is not quite done yet.', 'Let it rest a little longer.', 'After rising, punch down to let the trapped air out, divide the dough into 6 parts and reshape them into balls.', 'Let it rest for 15 minutes.', 'Reshape the dough into balls one more time.', 'Be careful not to let the dough dry up.', 'Allow it to rise again.', 'When the dough becomes 1.5 times bigger than the original size, the dough is done rising.', 'Start preheating the oven to 250C, to be ready at the right time.', 'Dust some flour on top of the dough and make a slit.', 'Drip some olive oil into the slit, spray a small amount of water, and move onto Step 11 (the dusting flour and the olive oil is not included in the recipe).', 'Reduce the oven temperature from 250 to 230C.', 'Bake for 10 minutes, then reduce the temperature again to 200C and bake for another 5 minutes.', 'When the top becomes your desired color, it is done.', 'When you are using a bread machine, regular temperature water can be used during the summer time or when the room temperature is high.', '(It is ideal to preheat the oven to the highest temperature.)', 'These rolls are round without slits.', 'You can insert some cheese if you would like.', 'These rolls go well with extra virgin olive oil, natural salt and balsamic vinegar.']","[{'fat': 2.49, 'nrg': 541.5, 'pro': 17.97, 'sat': 0.366, 'sod': 3.0, 'sug': 0.46499999999999997}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 3.36, 'sug': 0.0}, {'fat': 0.0, 'nrg': 15.48, 'pro': 0.0, 'sat': 0.0, 'sod': 0.04, 'sug': 3.992}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.74, 'sug': 0.0}, {'fat': 0.1522, 'nrg': 6.5, 'pro': 0.8088, 'sat': 0.020019999999999996, 'sod': 1.02, 'sug': 0.0}, {'fat': 5.0, 'nrg': 44.2, 'pro': 0.0, 'sat': 0.6904, 'sod': 0.1, 'sug': 0.0}, {'fat': 0.023333333333333338, 'nrg': 2.0, 'pro': 0.08, 'sat': 0.010666666666666666, 'sod': 0.0, 'sug': 0.0033333333333333335}, {'fat': 0.18, 'nrg': 4.0, 'pro': 0.05999999999999999, 'sat': 0.088, 'sod': 1.0, 'sug': 0.0}]","['150', '100', '4', '3', '2', '5', '1/3', '1']","['g', 'ml', 'g', 'g', 'g', 'g', 'teaspoon', 'teaspoon']","[150.0, 99.456, 4.0, 3.0, 2.0, 5.0, 0.7666666666666666, 1.2]",40.0,613.6800000000001
